4.000000000000000000e+02 3.986482709180483539e+02 3.972976993947923461e+02 3.959494406744539674e+02 3.946046453880921945e+02 3.932644572862721475e+02 3.919300110182492745e+02 3.906024299722082560e+02 3.892828241902987543e+02 3.879722883712420298e+02 3.866718999721699674e+02 3.853827174201212529e+02 3.841057784422789609e+02 3.828420985226288735e+02 3.815926694912533890e+02 3.803584582510019345e+02 3.791404056447992161e+02 3.779394254654065435e+02 3.767564036080495953e+02 3.755921973649952861e+02 3.744476348599108064e+02 3.733235146186900124e+02 3.722206052723872745e+02 3.711396453869753600e+02 3.700813434138364073e+02 3.690463777542137791e+02 3.680353969302892096e+02 3.670490198551118510e+02 3.660878361932739153e+02 3.651524068040155271e+02 3.642432642583196412e+02 3.633609134215361109e+02 3.625058320931320850e+02 3.616784716953010275e+02 3.608792580023579717e+02 3.601085919031023650e+02 3.593668501886268700e+02 3.586543863583852954e+02 3.579715314376949209e+02 3.573185948002282544e+02 3.566958649894493192e+02 3.561036105333466821e+02 3.555420807472223146e+02 3.550115065196922046e+02 3.545121010774487331e+02 3.540440607247126650e+02 3.536075655536719182e+02 3.532027801225511894e+02 3.528298540982933105e+02 3.524889228611433509e+02 3.521801080687257581e+02 3.519035181774785315e+02 3.516592489195655844e+02 3.514473837336309430e+02 3.512679941479768786e+02 3.511211401149571429e+02 3.510068702955679782e+02 3.509252222933985195e+02 3.508762228372683580e+02 3.508598879120437459e+02
4.000000000000000000e+02 3.986477053764577931e+02 3.972965694594655588e+02 3.959477486332139051e+02 3.946023946530643798e+02 3.932616523706474823e+02 3.919266575057827708e+02 3.905985344798542656e+02 3.892783943244648981e+02 3.879673326782192362e+02 3.866664278833574144e+02 3.853767391927135009e+02 3.840993050961231461e+02 3.828351417739775115e+02 3.815852416841554486e+02 3.803505722870681893e+02 3.791320749120670826e+02 3.779306637670037503e+02 3.767472250913228322e+02 3.755826164517283132e+02 3.744376661782064275e+02 3.733131729370367680e+02 3.722099054363746973e+02 3.711286022590596190e+02 3.700699718164981959e+02 3.690346924167891416e+02 3.680234124396929474e+02 3.670367506106176165e+02 3.660752963654598489e+02 3.651396102979335865e+02 3.642302246809003918e+02 3.633476440531993035e+02 3.624923458635372526e+02 3.616647811631375475e+02 3.608653753390491943e+02 3.600945288802749360e+02 3.593526181691775037e+02 3.586399962909648593e+02 3.579569938544169645e+02 3.573039198174059834e+02 3.566810623111583709e+02 3.560886894576128725e+02 3.555270501746337004e+02 3.549963749642406015e+02 3.544968766794087287e+02 3.540287512653767976e+02 3.535921784717643277e+02 3.531873225321552354e+02 3.528143328081344521e+02 3.524733443950802894e+02 3.521644786873114299e+02 3.518878439004610641e+02 3.516435355492109807e+02 3.514316368787547162e+02 3.512522192485821506e+02 3.511053424673823997e+02 3.509910550780554104e+02 3.509093945919976818e+02 3.508603876719974437e+02 3.508440502632300309e+02
4.000000000000000000e+02 3.986460075988237577e+02 3.972931773556500161e+02 3.959426690823587478e+02 3.945956379147940538e+02 3.932532320150496048e+02 3.919165903215055096e+02 3.905868403615277202e+02 3.892650961409065644e+02 3.879524561231055486e+02 3.866500013102291291e+02 3.853587934363341674e+02 3.840798732823182036e+02 3.828142591201560663e+02 3.815629452927439615e+02 3.803269009340830280e+02 3.791070688330084977e+02 3.779043644421809063e+02 3.767196750326165784e+02 3.755538589926695749e+02 3.744077452691009285e+02 3.732821329467029727e+02 3.721777909618861031e+02 3.710954579447005699e+02 3.700358421829573103e+02 3.689996217014298736e+02 3.679874444485617460e+02 3.669999285826752384e+02 3.660376628493596058e+02 3.651012070415165454e+02 3.641910925334399849e+02 3.633078228803011029e+02 3.624518744744873402e+02 3.616236972504000278e+02 3.608237154295276241e+02 3.600523282978869020e+02 3.593099110082370089e+02 3.585968153998240950e+02 3.579133708287914715e+02 3.572598850027852677e+02 3.566366448136966483e+02 3.560439171628916029e+02 3.554819497736946232e+02 3.549509719862992938e+02 3.544511955306763298e+02 3.539828152734390301e+02 3.535460099349905931e+02 3.531409427736378461e+02 3.527677622336855165e+02 3.524266025548431571e+02 3.521175843405716250e+02 3.518408150832703996e+02 3.515963896444658303e+02 3.513843906883949444e+02 3.512048890676007318e+02 3.510579441593588967e+02 3.509436041519444416e+02 3.508619062799206176e+02 3.508128770078002390e+02 3.507965321615800462e+02
4.000000000000000000e+02 3.986431741186719933e+02 3.972875161741704915e+02 3.959341917172404237e+02 3.945843615432120259e+02 3.932391793559336293e+02 3.918997894810282219e+02 3.905673246438527713e+02 3.892429038266643033e+02 3.879276302184367751e+02 3.866225892695532593e+02 3.853288468622486675e+02 3.840474476062217946e+02 3.827794132673056993e+02 3.815257413355071208e+02 3.802874037371331042e+02 3.790653456941387844e+02 3.778604847322851015e+02 3.766737098382061504e+02 3.755058807640818941e+02 3.743578274773007024e+02 3.732303497512993999e+02 3.721242168926930276e+02 3.710401675988580337e+02 3.699789099393207152e+02 3.689411214536212356e+02 3.679274493577746625e+02 3.669385108510347209e+02 3.659748935143614972e+02 3.650371557918180656e+02 3.641258275460376694e+02 3.632414106789233301e+02 3.623843798088437325e+02 3.615551829957688597e+02 3.607542425060256619e+02 3.599819556086553689e+02 3.592386953956857951e+02 3.585248116190094834e+02 3.578406315369532535e+02 3.571864607640378608e+02 3.565625841178547262e+02 3.559692664574095033e+02 3.554067535077090270e+02 3.548752726657871222e+02 3.543750337837706184e+02 3.539062299249780494e+02 3.534690380894224973e+02 3.530636199054431472e+02 3.526901222845313555e+02 3.523486780367293250e+02 3.520394064442779154e+02 3.517624137914626772e+02 3.515177938488631071e+02 3.513056283104443764e+02 3.511259871821466731e+02 3.509789291208301165e+02 3.508645017226137952e+02 3.507827417598224429e+02 3.507336753659108695e+02 3.507173181678894593e+02
4.000000000000000000e+02 3.986391991321481783e+02 3.972795743472955792e+02 3.959222992856646215e+02 3.945685427194449630e+02 3.932194661623302636e+02 3.918762215306260259e+02 3.905399488719793908e+02 3.892117741768423684e+02 3.878928072866445973e+02 3.865841399113475063e+02 3.852868437676129929e+02 3.840019688472631287e+02 3.827305418240861741e+02 3.814735646053657661e+02 3.802320130328289451e+02 3.790068357360374875e+02 3.777989531396223697e+02 3.766092566242067505e+02 3.754386078393962407e+02 3.742878381658582612e+02 3.731577483222782803e+02 3.720491081118790362e+02 3.709626563022264918e+02 3.698991006312256786e+02 3.688591179315351951e+02 3.678433543650906472e+02 3.668524257590273692e+02 3.658869180340180947e+02 3.649473877158862933e+02 3.640343625213089354e+02 3.631483420084769023e+02 3.622897982837153563e+02 3.614591767552822148e+02 3.606568969258383959e+02 3.598833532154120576e+02 3.591389158070495569e+02 3.584239315077491028e+02 3.577387246176966187e+02 3.570835978012636929e+02 3.564588329536733795e+02 3.558646920576878756e+02 3.553014180251116159e+02 3.547692355183371546e+02 3.542683517475795725e+02 3.537989572398472546e+02 3.533612265760760351e+02 3.529553190932227267e+02 3.525813795484456818e+02 3.522395387428254026e+02 3.519299141023672064e+02 3.516526102143050139e+02 3.514077193169763973e+02 3.511953217417686233e+02 3.510154863058490946e+02 3.508682706545891392e+02 3.507537215527663648e+02 3.506718751237984293e+02 3.506227570364121107e+02 3.506063826382951447e+02
4.000000000000000000e+02 3.986340744580505202e+02 3.972693355693414219e+02 3.959069674701333952e+02 3.945481492812696729e+02 3.931940526465527910e+02 3.918458393256647696e+02 3.905046588585697123e+02 3.891716463173115130e+02 3.878479201598819373e+02 3.865345801994203612e+02 3.852327057004397943e+02 3.839433536120968142e+02 3.826675569467651599e+02 3.814063233103738639e+02 3.801606335891642630e+02 3.789314407957364779e+02 3.777196690755294526e+02 3.765262128732316569e+02 3.753519362570790463e+02 3.741976723975752179e+02 3.730642231958902357e+02 3.719523590560575030e+02 3.708628187941083070e+02 3.697963096764598276e+02 3.687535075791990948e+02 3.677350572593906577e+02 3.667415727291528356e+02 3.657736377230143603e+02 3.648318062489397562e+02 3.639166032134127136e+02 3.630285251110614126e+02 3.621680407694954624e+02 3.613355921402837794e+02 3.605315951273244650e+02 3.597564404442323962e+02 3.590104944927821862e+02 3.582941002548846541e+02 3.576075781910374189e+02 3.569512271386618636e+02 3.563253252042135273e+02 3.557301306434250137e+02 3.551658827245046268e+02 3.546328025695636370e+02 3.541310939699785649e+02 3.536609441718078415e+02 3.532225246277733959e+02 3.528159917126868663e+02 3.524414873995418134e+02 3.520991398938141970e+02 3.517890642238071450e+02 3.515113627851466163e+02 3.512661258377840454e+02 3.510534319540869319e+02 3.508733484168045607e+02 3.507259315658868672e+02 3.506112270933002151e+02 3.505292702851451736e+02 3.504800862105242345e+02 3.504636898567389949e+02
4.000000000000000000e+02 3.986277894811232727e+02 3.972567786840317012e+02 3.958881647207975902e+02 3.945231395039049289e+02 3.931628871957476008e+02 3.918085817164367768e+02 3.904613843279779530e+02 3.891224413117392373e+02 3.877928817547680751e+02 3.864738154589531973e+02 3.851663309853053647e+02 3.838714938437887554e+02 3.825903448372144453e+02 3.813238985657468447e+02 3.800731420966102974e+02 3.788390338016597525e+02 3.776225023636208107e+02 3.764244459500448556e+02 3.752457315523902253e+02 3.740871944861402199e+02 3.729496380465354832e+02 3.718338333133203832e+02 3.707405190969034265e+02 3.696704020175026812e+02 3.686241567081876269e+02 3.676024261322301072e+02 3.666058220048392968e+02 3.656349253091548235e+02 3.646902868963074980e+02 3.637724281594078093e+02 3.628818417714768430e+02 3.620189924775798431e+02 3.611843179317403951e+02 3.603782295695945095e+02 3.596011135081726593e+02 3.588533314646634835e+02 3.581352216865006994e+02 3.574470998856253345e+02 3.567892601702812954e+02 3.561619759682176891e+02 3.555655009356714800e+02 3.550000698469954727e+02 3.544658994602665985e+02 3.539631893546621768e+02 3.534921227358181000e+02 3.530528672057834001e+02 3.526455754945625927e+02 3.522703861505818281e+02 3.519274241877383247e+02 3.516168016869833082e+02 3.513386183506582938e+02 3.510929620080472091e+02 3.508799090708262725e+02 3.506995249372930061e+02 3.505518643444341365e+02 3.504369716670540242e+02 3.503548811633313562e+02 3.503056171663046712e+02 3.502891942209094509e+02
4.000000000000000000e+02 3.986203310778383297e+02 3.972418775370822459e+02 3.958658520368662153e+02 3.944934618132190280e+02 3.931259060207596008e+02 3.917643731373460696e+02 3.904100384511174298e+02 3.890640616480877156e+02 3.877275845169294257e+02 3.864017287858363261e+02 3.850875941044390629e+02 3.837862561816998550e+02 3.824987650885888684e+02 3.812261437321822086e+02 3.799693865056683535e+02 3.787294581166499938e+02 3.775072925941088897e+02 3.763037924725097128e+02 3.751198281497613607e+02 3.739562374141715395e+02 3.728138251341218847e+02 3.716933631029756384e+02 3.705955900307046136e+02 3.695212116728932870e+02 3.684709010871329724e+02 3.674452990063555831e+02 3.664450143183615296e+02 3.654706246406512378e+02 3.645226769796708481e+02 3.636016884637002704e+02 3.627081471388399905e+02 3.618425128178723185e+02 3.610052179721616881e+02 3.601966686572134790e+02 3.594172454630064522e+02 3.586673044807408814e+02 3.579471782781967590e+02 3.572571768764528315e+02 3.565975887212770772e+02 3.559686816430537988e+02 3.553707037996491636e+02 3.548038845971378805e+02 3.542684355838125612e+02 3.537645513133663826e+02 3.532924101735823683e+02 3.528521751772766493e+02 3.524439947126238621e+02 3.520680032503445318e+02 3.517243220055559050e+02 3.514130595523781722e+02 3.511343123896521092e+02 3.508881654563618895e+02 3.506746925955666256e+02 3.504939569658341156e+02 3.503460113993400569e+02 3.502308987059427068e+02 3.501486519226787664e+02 3.500992945082455776e+02 3.500828404821426147e+02
4.000000000000000000e+02 3.986116835236446718e+02 3.972246007919944759e+02 3.958399826935032024e+02 3.944590544274961417e+02 3.930830327176545325e+02 3.917131230940832438e+02 3.903505172650657755e+02 3.889963905981630887e+02 3.876518997285861587e+02 3.863181803107994483e+02 3.849963449271565423e+02 3.836874811650699257e+02 3.823926498718425364e+02 3.811128835938824295e+02 3.798491852046360009e+02 3.786025267232625993e+02 3.773738483238648769e+02 3.761640575330312117e+02 3.749740286115554682e+02 3.738046021145108853e+02 3.726565846223695075e+02 3.715307486345941470e+02 3.704278326160867891e+02 3.693485411860480099e+02 3.682935454381857880e+02 3.672634833807888981e+02 3.662589604849462717e+02 3.652805503291192508e+02 3.643287953283527258e+02 3.634042075366160702e+02 3.625072695110814038e+02 3.616384352275545098e+02 3.607981310367525793e+02 3.599867566516621196e+02 3.592046861567856695e+02 3.584522690306915251e+02 3.577298311738982193e+02 3.570376759347474831e+02 3.563760851265335532e+02 3.557453200297592275e+02 3.551456223739669440e+02 3.545772152941524951e+02 3.540403042572891650e+02 3.535350779549884237e+02 3.530617091587805589e+02 3.526203555349223961e+02 3.522111604160316460e+02 3.518342535271983706e+02 3.514897516645492601e+02 3.511777593245250273e+02 3.508983692823908314e+02 3.506516631187278108e+02 3.504377116928554869e+02 3.502565755623118662e+02 3.501083053476737632e+02 3.499929420421349846e+02 3.499105172653781324e+02 3.498610534613812888e+02 3.498445640398915089e+02
4.000000000000000000e+02 3.986018283803884970e+02 3.972049117064946131e+02 3.958105019104428948e+02 3.944198449228719028e+02 3.930341777359974458e+02 3.916547255420093734e+02 3.902826989698944544e+02 3.889192914421253704e+02 3.875656766706753160e+02 3.862230063095774426e+02 3.848924077787877422e+02 3.835749822715168875e+02 3.822718029545083596e+02 3.809839133680453642e+02 3.797123260298024547e+02 3.784580212440893661e+02 3.772219461156041120e+02 3.760050137645583845e+02 3.748081027379931811e+02 3.736320566102918974e+02 3.724776837643272529e+02 3.713457573433669836e+02 3.702370153627985587e+02 3.691521609699186683e+02 3.680918628394491634e+02 3.670567556920829588e+02 3.660474409231962341e+02 3.650644873288860026e+02 3.641084319166659498e+02 3.631797807884621534e+02 3.622790100839778233e+02 3.614065669730077843e+02 3.605628706858710757e+02 3.597483135717662890e+02 3.589632621755280866e+02 3.582080583239539919e+02 3.574830202135707395e+02 3.567884434923996650e+02 3.561246023289633627e+02 3.554917504624270919e+02 3.548901222283985817e+02 3.543199335555023026e+02 3.537813829284026497e+02 3.532746523134643439e+02 3.527999080437207908e+02 3.523573016602552457e+02 3.519469707074948701e+02 3.515690394802786614e+02 3.512236197208773092e+02 3.509108112644259450e+02 3.506307026314828477e+02 3.503833715666438593e+02 3.501688855223312089e+02 3.499873020870406322e+02 3.498386693574667561e+02 3.497230262540508647e+02 3.496404027795897491e+02 3.495908202206356350e+02 3.495742912914871567e+02
