4.000000000000000000e+02 3.979639678530949709e+02 3.959319253579849942e+02 3.939078439149726591e+02 3.918956587065287636e+02 3.898992512924993434e+02 3.879224330261789646e+02 3.859689295260278641e+02 3.840423664069962228e+02 3.821462564397870096e+02 3.802839882675372110e+02 3.784588167689923921e+02 3.766738551168850222e+02 3.749320685413720184e+02 3.732362697722897451e+02 3.715891161016438673e+02 3.699931079798814153e+02 3.684505890365293226e+02 3.669637473978903586e+02 3.655346181616019408e+02 3.641650868797207750e+02 3.628568938981837846e+02 3.616116394004941981e+02 3.604307890067120184e+02 3.593156797846919517e+02 3.582675265384012846e+02 3.572874282475181076e+02 3.563763745428345828e+02 3.555352521128281182e+02 3.547648509477371022e+02 3.540658703382752037e+02 3.534389245565092210e+02 3.528845481562266855e+02 3.524032008392238140e+02 3.519952718422823637e+02 3.516610838071648004e+02 3.514008961027500391e+02 3.512149075745122673e+02 3.511032587019873858e+02 3.510660331497635411e+02
4.000000000000000000e+02 3.979620158554825480e+02 3.959280304190386914e+02 3.939020240047858010e+02 3.918879404284613202e+02 3.898896694730822219e+02 3.879110301877410620e+02 3.859557552574515285e+02 3.840274766504185209e+02 3.821297127126688338e+02 3.802658568403025470e+02 3.784391678184189232e+02 3.766527618746712278e+02 3.749096064559280990e+02 3.732125156999206865e+02 3.715641475410571957e+02 3.699670023615002492e+02 3.684234230755528756e+02 3.669355965175435017e+02 3.655055559906418239e+02 3.641351848261048758e+02 3.628262207988957471e+02 3.615802612459090710e+02 3.603987687365680586e+02 3.592830771517175776e+02 3.582343980349123171e+02 3.572538270898180599e+02 3.563423507079957062e+02 3.555008524223630388e+02 3.547301191927566038e+02 3.540308474409351902e+02 3.534036487628397367e+02 3.528490552557889259e+02 3.523675244074190687e+02 3.519594435015312683e+02 3.516251335035541388e+02 3.513648523951025595e+02 3.511787979331552378e+02 3.510671098147682869e+02 3.510298712330813373e+02
4.000000000000000000e+02 3.979561507694413649e+02 3.959163275583152881e+02 3.938845375603282832e+02 3.918647506206244771e+02 3.898608813090702938e+02 3.878767718640820590e+02 3.859161762544482031e+02 3.839827455728270138e+02 3.820800149357028204e+02 3.802113920223713990e+02 3.783801473418711225e+02 3.765894062734489580e+02 3.748421428847702828e+02 3.731411754939782668e+02 3.714891639079354491e+02 3.698886082402521538e+02 3.683418491894200884e+02 3.668510696396344883e+02 3.654182974345470711e+02 3.640454091669010381e+02 3.627341348242408685e+02 3.614860631320706261e+02 3.603026474402855683e+02 3.591852120057685056e+02 3.581349585330675609e+02 3.571529728454644328e+02 3.562402315699668520e+02 3.553976087313555468e+02 3.546258821620002664e+02 3.539257396454362947e+02 3.532977847224231596e+02 3.527425420982394257e+02 3.522604625991905323e+02 3.518519276346830225e+02 3.515172531287335573e+02 3.512566928914777122e+02 3.510704414071687438e+02 3.509586360204141897e+02 3.509213585070674526e+02
4.000000000000000000e+02 3.979463451728673249e+02 3.958967623635567179e+02 3.938553040297289272e+02 3.918259838346294828e+02 3.898127580537980634e+02 3.878195079167014683e+02 3.858500231470710560e+02 3.839079869280654975e+02 3.819969624751980177e+02 3.801203813533563789e+02 3.782815336263594190e+02 3.764835598803358039e+02 3.747294451175812924e+02 3.730220144768982209e+02 3.713639307008581909e+02 3.697576932406541346e+02 3.682056388655871615e+02 3.667099436267646411e+02 3.652726260130181117e+02 3.638955511309038684e+02 3.625804357392976840e+02 3.613288539718175230e+02 3.601422435863531746e+02 3.590219125895940238e+02 3.579690460949261137e+02 3.569847132837650179e+02 3.560698743527520946e+02 3.552253873417859609e+02 3.544520147502115606e+02 3.537504298603475377e+02 3.531212226986832547e+02 3.525649055753792140e+02 3.520819181520652705e+02 3.516726319963392484e+02 3.513373545888179592e+02 3.510763327551524640e+02 3.508897555011442364e+02 3.507777562341144062e+02 3.507404143580689038e+02
4.000000000000000000e+02 3.979325528829027689e+02 3.958692432037814797e+02 3.938141877803336115e+02 3.917714625494732559e+02 3.897450830137281059e+02 3.877389857171219205e+02 3.857570110381233235e+02 3.838028875437565830e+02 3.818802180993864681e+02 3.799924678755454579e+02 3.781429543390391359e+02 3.763348392627916610e+02 3.745711227395490823e+02 3.728546391402631457e+02 3.711880549199001962e+02 3.695738681422675427e+02 3.680144095714631476e+02 3.665118451606230678e+02 3.650681797583179673e+02 3.636852618485801827e+02 3.623647891413123716e+02 3.611083148348571399e+02 3.599172543808830369e+02 3.587928925926206603e+02 3.577363909500484169e+02 3.567487949691951599e+02 3.558310415166921530e+02 3.549839659645828078e+02 3.542083090938122041e+02 3.535047236674731721e+02 3.528737806066031908e+02 3.523159747119759118e+02 3.518317298848658083e+02 3.514214038081831291e+02 3.510852920567173783e+02 3.508236316115653040e+02 3.506366037592590033e+02 3.505243363607542619e+02 3.504869054794340286e+02
4.000000000000000000e+02 3.979147082213602289e+02 3.958336397831512272e+02 3.937609959858572211e+02 3.917009344563570039e+02 3.896575483116467922e+02 3.876348464816134651e+02 3.856367355107177559e+02 3.836670031067619675e+02 3.817293036463769340e+02 3.798271457846384465e+02 3.779638822534668066e+02 3.761427018730298641e+02 3.743666237446764740e+02 3.726384935448158444e+02 3.709609817978805495e+02 3.693365839737097645e+02 3.677676222304759222e+02 3.662562486083115232e+02 3.648044494703784153e+02 3.634140509863403850e+02 3.620867254569733973e+02 3.608239982868815332e+02 3.596272554238602197e+02 3.584977510973843096e+02 3.574366157040541339e+02 3.564448637038673837e+02 3.555234014072387936e+02 3.546730345482856137e+02 3.538944755546455667e+02 3.531883504377496479e+02 3.525552052398657565e+02 3.519955119852865550e+02 3.515096740927389760e+02 3.510980312144844788e+02 3.507608634747337533e+02 3.504983950860262212e+02 3.503107973272453819e+02 3.501981908711056803e+02 3.501606474523887300e+02
4.000000000000000000e+02 3.978927249544098572e+02 3.957897810542110051e+02 3.936954755791160778e+02 3.916140685454741970e+02 3.895497502258705254e+02 3.875066199991568965e+02 3.854886668929084408e+02 3.834997521174340704e+02 3.815435938197707060e+02 3.796237542116472241e+02 3.777436291511676814e+02 3.759064401874533132e+02 3.741152290135919429e+02 3.723728542180763270e+02 3.706819901797794614e+02 3.690451279169611780e+02 3.674645776767035272e+02 3.659424730368526752e+02 3.644807762869785392e+02 3.630812848567246647e+02 3.617456385678214588e+02 3.604753274985577036e+02 3.592717002653006375e+02 3.581359725435431187e+02 3.570692356698830849e+02 3.560724651854699800e+02 3.551465292000992235e+02 3.542921964738207521e+02 3.535101441292715094e+02 3.528009649227583964e+02 3.521651740152664729e+02 3.516032151960491206e+02 3.511154665212882264e+02 3.507022453386018697e+02 3.503638126750392416e+02 3.501003769717868863e+02 3.499120971532797739e+02 3.497990850219341610e+02 3.497614069724693309e+02
4.000000000000000000e+02 3.978664948726589614e+02 3.957374524245641965e+02 3.936173091757779616e+02 3.915104498764019354e+02 3.894211829691242315e+02 3.873537176047332764e+02 3.853121426264393108e+02 3.833004078609130829e+02 3.813223079670157176e+02 3.793814690025740219e+02 3.774813377803147318e+02 3.756251740006033515e+02 3.738160450744320542e+02 3.720568234875658504e+02 3.703501865072285568e+02 3.686986179965309134e+02 3.671044120785143718e+02 3.655696783800837011e+02 3.640963485846556864e+02 3.626861840292816055e+02 3.613407840954350263e+02 3.600615951608015166e+02 3.588499199006304252e+02 3.577069267500781393e+02 3.566336593623254316e+02 3.556310459201419576e+02 3.546999081803181753e+02 3.538409701504972986e+02 3.530548663161060858e+02 3.523421493511682456e+02 3.517032972607161696e+02 3.511387199143752582e+02 3.506487649405724483e+02 3.502337229588781611e+02 3.498938321344140263e+02 3.496292820432413464e+02 3.494402168413907930e+02 3.493267377329071905e+02 3.492889047341595870e+02
4.000000000000000000e+02 3.978358859651128796e+02 3.956763921665006478e+02 3.935261098395612862e+02 3.913895728702530619e+02 3.892712307211644998e+02 3.871754231968892555e+02 3.851063575325201782e+02 3.830680881909570417e+02 3.810644996462308427e+02 3.790992923181893275e+02 3.771759717152420990e+02 3.752978407419578275e+02 3.734679950413824372e+02 3.716893211707084674e+02 3.699644973546643882e+02 3.682959965236760809e+02 3.666860913224346064e+02 3.651368607671672066e+02 3.636501982343926898e+02 3.622278204777942392e+02 3.608712773906043481e+02 3.595819622563125790e+02 3.583611222585648193e+02 3.572098690501671854e+02 3.561291892098008702e+02 3.551199544424152919e+02 3.541829314045875776e+02 3.533187910589887224e+02 3.525281174822414414e+02 3.518114160678426288e+02 3.511691210804958132e+02 3.506016025303216566e+02 3.501091723451783082e+02 3.496920898269712552e+02 3.493505663836166377e+02 3.490847695324991946e+02 3.488948261740874273e+02 3.487808251360688132e+02 3.487428189891835473e+02
4.000000000000000000e+02 3.978007401253066746e+02 3.956062869096746226e+02 3.934214145174996702e+02 3.912508329100650712e+02 3.890991576706771866e+02 3.869708820363094901e+02 3.848703517047842411e+02 3.828017428613648008e+02 3.807690437315379768e+02 3.787760398271249187e+02 3.768263029192460181e+02 3.749231836511149254e+02 3.730698076012544675e+02 3.712690745265187502e+02 3.695236604553224993e+02 3.678360222640920938e+02 3.662084043522424963e+02 3.646428470301819971e+02 3.631411962477162660e+02 3.617051143134412428e+02 3.603360912860777603e+02 3.590354567533817089e+02 3.578043917508288700e+02 3.566439406088120450e+02 3.555550225521235461e+02 3.545384429080158952e+02 3.535949038084706899e+02 3.527250142981253589e+02 3.519292997814935688e+02 3.512082107617466136e+02 3.505621308385896100e+02 3.499913839449488933e+02 3.494962408115976586e+02 3.490769246558348300e+02 3.487336160952187925e+02 3.484664572904819693e+02 3.482755553234063655e+02 3.481609848159037597e+02 3.481227897960814062e+02
4.000000000000000000e+02 3.977608703091952407e+02 3.955267660607918856e+02 3.933026759227365119e+02 3.910935159730421447e+02 3.889040957512804653e+02 3.867390869876817874e+02 3.846029956853442400e+02 3.825001380695438797e+02 3.804346207430471054e+02 3.784103252103299155e+02 3.764308967679898501e+02 3.744997376123483832e+02 3.726200038943782147e+02 3.707946063598708974e+02 3.690262141496828576e+02 3.673172612993569146e+02 3.656699554661909133e+02 3.640862884207774073e+02 3.625680478646418123e+02 3.611168301713640858e+02 3.597340536913935125e+02 3.584209723071126632e+02 3.571786889717199074e+02 3.560081690109856254e+02 3.549102530093457517e+02 3.538856691401257422e+02 3.529350448333900090e+02 3.520589177038053776e+02 3.512577456850618773e+02 3.505319163370763249e+02 3.498817553077866478e+02 3.493075339432672308e+02 3.488094760486213772e+02 3.483877638080895736e+02 3.480425428764853564e+02 3.477739266558348277e+02 3.475819997713058456e+02 3.474668207594850742e+02 3.474284239800862792e+02
4.000000000000000000e+02 3.977160570408923377e+02 3.954373949489930737e+02 3.931692525785045405e+02 3.909167859403363536e+02 3.886850296695296834e+02 3.864788617765260597e+02 3.843029724906235174e+02 3.821618377933157262e+02 3.800596980134374689e+02 3.780005416324100906e+02 3.759880942413112734e+02 3.740258124133446813e+02 3.721168821127663477e+02 3.702642211575476949e+02 3.684704851875331428e+02 3.667380765593456999e+02 3.650691555886991750e+02 3.634656535840255174e+02 3.619292871561284528e+02 3.604615733409905829e+02 3.590638451316691544e+02 3.577372670760983624e+02 3.564828506572602009e+02 3.553014692281759039e+02 3.541938723249513146e+02 3.531606992257933371e+02 3.522024916621716102e+02 3.513197056201870510e+02 3.505127221960715929e+02 3.497818574901021407e+02 3.491273715386709569e+02 3.485494762954542125e+02 3.480483426802050531e+02 3.476241067182422171e+02 3.472768747957691176e+02 3.470067280562006999e+02 3.468137259611237937e+02 3.466979090367206595e+02 3.466593008227459904e+02
4.000000000000000000e+02 3.976660441323552391e+02 3.953376664379813406e+02 3.930203966560866888e+02 3.907196691319429078e+02 3.884407787143226756e+02 3.861888407208030571e+02 3.839687559449867535e+02 3.817851814021520340e+02 3.796425072161457024e+02 3.775448397641355314e+02 3.754959909369621869e+02 3.734994731556167835e+02 3.715584996170837826e+02 3.696759891279306203e+02 3.678545748193118925e+02 3.660966160166820487e+02 3.644042125536231538e+02 3.627792208630200435e+02 3.612232712417707035e+02 3.597377857595085402e+02 3.583239963609152028e+02 3.569829627899530351e+02 3.557155900390155807e+02 3.545226450940608061e+02 3.534047728068202900e+02 3.523625107765619191e+02 3.513963031666197026e+02 3.505065134154512521e+02 3.496934358290380374e+02 3.489573060618645286e+02 3.482983105084073827e+02 3.477165946369142375e+02 3.472122703030943285e+02 3.467854220839199115e+02 3.464361126717040520e+02 3.461643873665360616e+02 3.459702777014830986e+02 3.458538042301005930e+02 3.458149785000323959e+02
4.000000000000000000e+02 3.976105334442534627e+02 3.952269906715040975e+02 3.928552391356532212e+02 3.905010354891313682e+02 3.881699747000080833e+02 3.858674442574860564e+02 3.835985846465841291e+02 3.813682569034911012e+02 3.791810176777937613e+02 3.770411018591976813e+02 3.749524125008354076e+02 3.729185175067084401e+02 3.709426523562549960e+02 3.690277280153945298e+02 3.671763431252624059e+02 3.653907995575093537e+02 3.636731204665853170e+02 3.620250700424501815e+02 3.604481742600261782e+02 3.589437420244223631e+02 3.575128862154869012e+02 3.561565442356236417e+02 3.548754977570007441e+02 3.536703914458664713e+02 3.525417505115800623e+02 3.514899969860265969e+02 3.505154646858729848e+02 3.496184128466086918e+02 3.487990384447113001e+02 3.480574872438558032e+02 3.473938636141286906e+02 3.468082391808736702e+02 3.463006603631529856e+02 3.458711548617579865e+02 3.455197371540198787e+02 3.452464130479897335e+02 3.450511833423810799e+02 3.449340466314112064e+02 3.448950012856481635e+02
4.000000000000000000e+02 3.975491784642795778e+02 3.951046825214435785e+02 3.926727716837353341e+02 3.902595756653269632e+02 3.878710352204085439e+02 3.855128494082773614e+02 3.831904307242040773e+02 3.809088690384934921e+02 3.786729047766295935e+02 3.764869112960711846e+02 3.743548860051643032e+02 3.722804494487542115e+02 3.702668513623153785e+02 3.683169825694250790e+02 3.664333915555378098e+02 3.646183045786294201e+02 3.628736482566716859e+02 3.612010736857306483e+02 3.596019812752973621e+02 3.580775456266170522e+02 3.566287399156983042e+02 3.552563593687352750e+02 3.539610435297980757e+02 3.527432971168621521e+02 3.516035093421190254e+02 3.505419716367090928e+02 3.495588937698740892e+02 3.486544183897521521e+02 3.478286340394875538e+02 3.470815867198049887e+02 3.464132900794054422e+02 3.458237343189749708e+02 3.453128938945518485e+02 3.448807341025579376e+02 3.445272166228282344e+02 3.442523040881872589e+02 3.440559637400335760e+02 3.439381702194364721e+02 3.438989075327007185e+02
4.000000000000000000e+02 3.974815764114296712e+02 3.949699461789127781e+02 3.924718244633106679e+02 3.899937730757085319e+02 3.875421311652049781e+02 3.851229541050270768e+02 3.827419623373638160e+02 3.804045012634462637e+02 3.781155125862417208e+02 3.758795168920566425e+02 3.737006067406654211e+02 3.715824491474638194e+02 3.695282960925257498e+02 3.675410015717316696e+02 3.656230436951978504e+02 3.637765504134781054e+02 3.620033275866098847e+02 3.603048882811585827e+02 3.586824823658243986e+02 3.571371256613498417e+02 3.556696280744070577e+02 3.542806203009139381e+02 3.529705788182793640e+02 3.517398489973335245e+02 3.505886662539071494e+02 3.495171752290069662e+02 3.485254470377528833e+02 3.476134946633634399e+02 3.467812865961594753e+02 3.460287588312389175e+02 3.453558253443482045e+02 3.447623871653836432e+02 3.442483401644317951e+02 3.438135816575442618e+02 3.434580159294962414e+02 3.431815587593384862e+02 3.429841410221599176e+02 3.428657114275125650e+02 3.428262384416765940e+02
4.000000000000000000e+02 3.974072584837201703e+02 3.948218561561800470e+02 3.922510388559724674e+02 3.897018696782422467e+02 3.871811471564278690e+02 3.846953340092120470e+02 3.822504986129929989e+02 3.798522704358159672e+02 3.775058097565208755e+02 3.752157911817276386e+02 3.729863998238749900e+02 3.708213385452256716e+02 3.687238444068701142e+02 3.666967123684583498e+02 3.647423243309956433e+02 3.628626817637007207e+02 3.610594403696421750e+02 3.593339454913294730e+02 3.576872672110153530e+02 3.561202343426638208e+02 3.546334667314095555e+02 3.532274054654176325e+02 3.519023407620611579e+02 3.506584374159244248e+02 3.494957577928273054e+02 3.484142824253982553e+02 3.474139283156191595e+02 3.464945650821407526e+02 3.456560291086230450e+02 3.448981358570761131e+02 3.442206905098595939e+02 3.436234970978412093e+02 3.431063662619845900e+02 3.426691217826792695e+02 3.423116059964700639e+02 3.420336842042138983e+02 3.418352481586030081e+02 3.417162187027719256e+02 3.416765476155347301e+02
