4.000000000000000000e+02 3.983752324986327267e+02 3.967524820846598459e+02 3.951337599990839635e+02 3.935210658479501831e+02 3.919163819283081693e+02 3.903216677231961285e+02 3.887388546169124766e+02 3.871698408776952078e+02 3.856164869499966699e+02 3.840806110929630677e+02 3.825639853956649290e+02 3.810683321932517629e+02 3.795953209016744836e+02 3.781465652821107142e+02 3.767236211398824253e+02 3.753279844565984718e+02 3.739610899486256130e+02 3.726243100398503429e+02 3.713189542321404701e+02 3.700462688529764819e+02 3.688074371564305238e+02 3.676035797510336920e+02 3.664357553260701366e+02 3.653049616464430756e+02 3.642121367854382470e+02 3.631581605644034312e+02 3.621438561685245077e+02 3.611699919084373960e+02 3.602372830983179028e+02 3.593463940222695783e+02 3.584979399622337723e+02 3.576924892622056404e+02 3.569305654052233763e+02 3.562126490813416240e+02 3.555391802265747856e+02 3.549105600145673520e+02 3.543271527844818252e+02 3.537892878902715097e+02 3.532972614581121320e+02 3.528513380402787902e+02 3.524517521551783261e+02 3.520987097045634755e+02 3.517923892601812099e+02 3.515329432132199372e+02 3.513204987809538125e+02 3.511551588659153822e+02 3.510370027637907810e+02 3.509660867170205165e+02 3.509424443118197701e+02
4.000000000000000000e+02 3.983742464501930840e+02 3.967505128878610776e+02 3.951308134251980846e+02 3.935171504822235420e+02 3.919115090855220274e+02 3.903158513376181418e+02 3.887321111087105123e+02 3.871621889982813514e+02 3.856079476090899334e+02 3.840712071704014647e+02 3.825537415411552047e+02 3.810572746173181145e+02 3.795834771610630014e+02 3.781339640628223719e+02 3.767102920408591444e+02 3.753139577768819208e+02 3.739463964805533465e+02 3.726089808705701216e+02 3.713030205554097165e+02 3.700297617928923728e+02 3.687903876044098865e+02 3.675860182170432040e+02 3.664177118048018542e+02 3.652864654988466100e+02 3.641932166357606775e+02 3.631388442126565792e+02 3.621241705180993904e+02 3.611499629084142384e+02 3.602169356998805370e+02 3.593257521485248844e+02 3.584770264906515536e+02 3.576713260188403183e+02 3.569091731698433705e+02 3.561910476025773278e+02 3.555173882462011647e+02 3.548885953000524864e+02 3.543050321689614748e+02 3.537670273191479282e+02 3.532748760415180982e+02 3.528288421106955184e+02 3.524291593295471898e+02 3.520760329502806485e+02 3.517696409644138384e+02 3.515101352550311162e+02 3.512976426057646790e+02 3.511322655618762951e+02 3.510140831396636258e+02 3.509431513812059507e+02 3.509195037521859604e+02
4.000000000000000000e+02 3.983712853924763522e+02 3.967445995015708604e+02 3.951219650813920907e+02 3.935053930211187208e+02 3.918968765615617258e+02 3.902983856872540969e+02 3.887118617471776929e+02 3.871392123528409002e+02 3.855823065971871983e+02 3.840429706319137608e+02 3.825229836343775105e+02 3.810240741885553462e+02 3.795479170976687442e+02 3.780961306392731558e+02 3.766702742669939425e+02 3.752718467568112146e+02 3.739022847899698263e+02 3.725629619593222515e+02 3.712551881812552210e+02 3.699802094913686688e+02 3.687392081987734969e+02 3.675333033712645943e+02 3.663635516216812675e+02 3.652309481644587095e+02 3.641364281106534690e+02 3.630808679695350065e+02 3.620650873251191229e+02 3.610898506567016852e+02 3.601558692734773217e+02 3.592638033346275961e+02 3.584142639277717990e+02 3.576078151803437777e+02 3.568449763802241250e+02 3.561262240837883155e+02 3.554519941913690673e+02 3.548226839719624763e+02 3.542386540207832013e+02 3.537002301349903632e+02 3.532077050945314340e+02 3.527613403365869544e+02 3.523613675135251242e+02 3.520079899255989631e+02 3.517013838208347352e+02 3.514416995556679808e+02 3.512290626109009395e+02 3.510635744584722033e+02 3.509453132753700970e+02 3.508743345017903721e+02 3.508506712413450259e+02
4.000000000000000000e+02 3.983663405593934499e+02 3.967347244808780147e+02 3.951071890167643801e+02 3.934857592627893723e+02 3.918724422360058952e+02 3.902692211365217076e+02 3.886780498485543376e+02 3.871008477315426148e+02 3.855394947464384927e+02 3.839958269559817268e+02 3.824716324309272864e+02 3.809686475870423692e+02 3.794885539704247321e+02 3.780329755014893180e+02 3.766034761810117857e+02 3.752015582550471322e+02 3.738286608294793041e+02 3.724861589195150486e+02 3.711753629146647313e+02 3.698975184357110493e+02 3.686538065568587967e+02 3.674453443636895713e+02 3.662731858156773797e+02 3.651383228808228409e+02 3.640416869093753576e+02 3.629841502135699898e+02 3.619665278207444317e+02 3.609895793680467477e+02 3.600540111081280656e+02 3.591604779966592105e+02 3.583095858341711164e+02 3.575018934365048153e+02 3.567379148100500288e+02 3.560181213098712760e+02 3.553429437607530872e+02 3.547127745230906157e+02 3.541279694873877588e+02 3.535888499828823797e+02 3.530957045874754385e+02 3.526487908276951657e+02 3.522483367588643546e+02 3.518945424169640432e+02 3.515875811348938100e+02 3.513276007169296236e+02 3.511147244661729019e+02 3.509490520606856876e+02 3.508306602748182286e+02 3.507596035429764925e+02 3.507359143637534089e+02
4.000000000000000000e+02 3.983593972439181243e+02 3.967208585590636289e+02 3.950864416966737735e+02 3.934581918351781837e+02 3.918381354603007480e+02 3.902282744410244391e+02 3.886305803602833748e+02 3.870469891540302569e+02 3.854793961061544678e+02 3.839296512397901324e+02 3.823995551380914435e+02 3.808908552197643189e+02 3.794052424867720674e+02 3.779443487538757154e+02 3.765097443622128708e+02 3.751029363721338541e+02 3.737253672241229765e+02 3.723784138509404897e+02 3.710633872191987166e+02 3.697815322744657465e+02 3.685340282606854316e+02 3.673219893821939763e+02 3.661464657748706486e+02 3.650084447519231503e+02 3.639088522894147673e+02 3.628485547168149878e+02 3.618283605785236432e+02 3.608490226333928490e+02 3.599112399606797226e+02 3.590156601425305780e+02 3.581628814949457364e+02 3.573534553211583216e+02 3.565878881634016011e+02 3.558666440311093311e+02 3.551901465856411164e+02 3.545587812636175613e+02 3.539728973228633890e+02 3.534328097967745634e+02 3.529388013446204013e+02 3.524911239868758912e+02 3.520900007161251892e+02 3.517356269754035907e+02 3.514281719970439326e+02 3.511677799961717028e+02 3.509545712139627653e+02 3.507886428066442477e+02 3.506700695769969798e+02 3.505989045458131841e+02 3.505751793614021494e+02
4.000000000000000000e+02 3.983504346507861555e+02 3.967029603558978579e+02 3.950596615723349601e+02 3.934226096352318223e+02 3.917938563772731868e+02 3.901754279600693280e+02 3.885693189808823149e+02 3.869774869122234122e+02 3.854018469248991323e+02 3.838442671373280746e+02 3.823065643256160229e+02 3.807905001202502717e+02 3.792977777065786427e+02 3.778300390377411304e+02 3.763888625606107325e+02 3.749757614477625225e+02 3.735921823216712596e+02 3.722395044513310722e+02 3.709190393963742167e+02 3.696320310695615490e+02 3.683796561852295781e+02 3.671630250588717672e+02 3.659831827214609916e+02 3.648411103113155605e+02 3.637377267061835369e+02 3.626738903586938250e+02 3.616504012992954245e+02 3.606680032721922089e+02 3.597273859714896957e+02 3.588291873467215396e+02 3.579739959490411252e+02 3.571623532915776309e+02 3.563947561997153457e+02 3.556716591293023839e+02 3.549934764329944983e+02 3.543605845570580186e+02 3.537733241529662109e+02 3.532320020900133386e+02 3.527368933569162550e+02 3.522882428419889038e+02 3.518862669829306355e+02 3.515311552785960885e+02 3.512230716562946213e+02 3.509621556892205376e+02 3.507485236595483684e+02 3.505822694635510857e+02 3.504634653558268269e+02 3.503921625303643168e+02 3.503683915367524833e+02
4.000000000000000000e+02 3.983394256862443967e+02 3.966809759613236679e+02 3.950267684666728201e+02 3.933789070289407732e+02 3.917394749507669758e+02 3.901105285342184743e+02 3.884940909060800323e+02 3.868921462074469559e+02 3.853066342021278388e+02 3.837394453495224980e+02 3.821924163781877724e+02 3.806673263865690160e+02 3.791658934876315357e+02 3.776897720046712266e+02 3.762405502166392921e+02 3.748197486430904064e+02 3.734288188515023990e+02 3.720691427633393573e+02 3.707420324298802257e+02 3.694487302445530190e+02 3.681904095552693548e+02 3.669681756380000479e+02 3.657830669915073258e+02 3.646360569126511564e+02 3.635280553119184788e+02 3.624599107296875786e+02 3.614324125151087514e+02 3.604462931312670548e+02 3.595022305523866635e+02 3.586008507211458891e+02 3.577427300366223903e+02 3.569283978458970523e+02 3.561583389148654533e+02 3.554329958562738057e+02 3.547527714953813529e+02 3.541180311559183451e+02 3.535291048511351164e+02 3.529862893667086610e+02 3.524898502240824314e+02 3.520400235144534236e+02 3.516370175950967791e+02 3.512810146410288894e+02 3.509721720461708401e+02 3.507106236691908521e+02 3.504964809200893114e+02 3.503298336843569132e+02 3.502107510822027052e+02 3.501392820609253249e+02 3.501154558190028183e+02
4.000000000000000000e+02 3.983263366806623367e+02 3.966548383862929086e+02 3.949876627644193832e+02 3.933269527967934209e+02 3.916748296870786135e+02 3.900333860072021253e+02 3.884046791788071005e+02 3.867907253583780971e+02 3.851934937853834526e+02 3.836149016425450213e+02 3.820568094664650971e+02 3.805210171357026638e+02 3.790092604523237014e+02 3.775232083223002064e+02 3.760644605301534966e+02 3.746345460941724355e+02 3.732349221805305319e+02 3.718669735478073335e+02 3.705320124878295474e+02 3.692312792243948252e+02 3.679659427282890647e+02 3.667371019049816709e+02 3.655457871103876073e+02 3.643929619499977548e+02 3.632795253173804895e+02 3.622063136294104311e+02 3.611741032174577413e+02 3.601836128360525890e+02 3.592355062531078715e+02 3.583303948885348973e+02 3.574688404709402789e+02 3.566513576849580431e+02 3.558784167846017681e+02 3.551504461507507244e+02 3.544678347734860040e+02 3.538309346424308046e+02 3.532400630305049276e+02 3.526955046585705986e+02 3.521975137303119823e+02 3.517463158283645157e+02 3.513421096641879444e+02 3.509850686754754179e+02 3.506753424660159908e+02 3.504130580838967717e+02 3.501983211347551332e+02 3.500312167274896638e+02 3.499118102504236276e+02 3.498401479764106625e+02 3.498162574957839297e+02
4.000000000000000000e+02 3.983111270383924420e+02 3.966244668697154339e+02 3.949422243903597973e+02 3.932665888040195341e+02 3.915997260237004980e+02 3.899437713645933172e+02 3.883008226131636889e+02 3.866729335485115939e+02 3.850621079811907066e+02 3.834702943626817273e+02 3.818993810060384249e+02 3.803511919453248993e+02 3.788274834487567659e+02 3.773299411883332368e+02 3.758601780575162365e+02 3.744197326184340682e+02 3.730100681513327459e+02 3.716325722716825908e+02 3.702885570745086170e+02 3.689792597611329938e+02 3.677058437005289306e+02 3.664693998757861664e+02 3.652709486656364675e+02 3.641114419114429097e+02 3.629917652213530914e+02 3.619127404652917903e+02 3.608751284169781002e+02 3.598796315020415477e+02 3.589268966144569504e+02 3.580175179668055989e+02 3.571520399431951205e+02 3.563309599269655905e+02 3.555547310784919546e+02 3.548237650414306472e+02 3.541384345585991582e+02 3.534990759813096588e+02 3.529059916583744325e+02 3.523594521931667600e+02 3.518596985590435224e+02 3.514069440651386458e+02 3.510013761660089244e+02 3.506431581098846664e+02 3.503324304213581968e+02 3.500693122152464412e+02 3.498539023391118121e+02 3.496862803425390211e+02 3.495665072717528119e+02 3.494946262885596298e+02 3.494706631129013203e+02
4.000000000000000000e+02 3.982937488076537420e+02 3.965897660273169549e+02 3.948903115550242546e+02 3.931976283691209346e+02 3.915139343539377137e+02 3.898414144538822939e+02 3.881822132541585688e+02 3.865384280732164370e+02 3.849121026390993734e+02 3.833052214076482187e+02 3.817197045655923375e+02 3.801574037464801563e+02 3.786200984726684737e+02 3.771094933226739840e+02 3.756272158104550840e+02 3.741748149519194158e+02 3.727537604843435020e+02 3.713654426965373432e+02 3.700111728215164248e+02 3.686921839391013691e+02 3.674096323331499434e+02 3.661645992468792201e+02 3.649580929797888302e+02 3.637910512708464807e+02 3.626643439146495780e+02 3.615787755600329660e+02 3.605350886438717453e+02 3.595339664164604301e+02 3.585760360186854996e+02 3.576618715751255309e+02 3.567919972710994898e+02 3.559668903854604309e+02 3.551869842545291363e+02 3.544526711459346302e+02 3.537643050242419349e+02 3.531222041930819842e+02 3.525266538010475870e+02 3.519779082008782325e+02 3.514761931534399650e+02 3.510217078697156126e+02 3.506146268854855066e+02 3.502551017646027276e+02 3.499432626277829854e+02 3.496792195046539291e+02 3.494630635074589122e+02 3.492948678253191019e+02 3.491746885383333279e+02 3.491025652510701889e+02 3.490785215451916770e+02
