4.000000000000000000e+02 3.988427442467977357e+02 3.976862131159678029e+02 3.965311301704430207e+02 3.953782168595594158e+02 3.942281914754112790e+02 3.930817681248464623e+02 3.919396557220790669e+02 3.908025570066959062e+02 3.896711675915944397e+02 3.885461750451043486e+02 3.874282580112298433e+02 3.863180853716005458e+02 3.852163154523443609e+02 3.841235952786999519e+02 3.830405598797798348e+02 3.819678316454725291e+02 3.809060197370504284e+02 3.798557195526290116e+02 3.788175122482039114e+02 3.777919643145888813e+02 3.767796272101876411e+02 3.757810370491568506e+02 3.747967143441701978e+02 3.738271638026656660e+02 3.728728741751581879e+02 3.719343181539281886e+02 3.710119523201556717e+02 3.701062171373535534e+02 3.692175369887744409e+02 3.683463202563117420e+02 3.674929594382904270e+02 3.666578313034479493e+02 3.658412970783393803e+02 3.650437026653521002e+02 3.642653788885015729e+02 3.635066417641754697e+02 3.627677927940202949e+02 3.620491192772004752e+02 3.613508946393169481e+02 3.606733787753398701e+02 3.600168184039926018e+02 3.593814474311125764e+02 3.587674873196155545e+02 3.581751474637922570e+02 3.576046255657787469e+02 3.570561080121526629e+02 3.565297702487233664e+02 3.560257771516998559e+02 3.555442833935341014e+02 3.550854338018530143e+02 3.546493637100022056e+02 3.542361992978351282e+02 3.538460579214854533e+02 3.534790484309622798e+02 3.531352714745054868e+02 3.528148197887319384e+02 3.525177784736894182e+02 3.522442252520216925e+02 3.519942307115254607e+02 3.517678585304542480e+02 3.515651656849942697e+02 3.513862026384039154e+02 3.512310135113693832e+02 3.510996362331854925e+02 3.509921026734281213e+02 3.509084387538331384e+02 3.508486645401462170e+02 3.508127943137545230e+02 3.508008366229547619e+02
4.000000000000000000e+02 3.988423903709759770e+02 3.976855058896723563e+02 3.965300706417317542e+02 3.953768065939480039e+02 3.942264325480595630e+02 3.930796631102595029e+02 3.919372076814207730e+02 3.907997694728375677e+02 3.896680445520381681e+02 3.885427209229409300e+02 3.874244776443048295e+02 3.863139839900758261e+02 3.852118986548523480e+02 3.841188690072959275e+02 3.830355303939011264e+02 3.819625054951163747e+02 3.809004037353824970e+02 3.798498207482294333e+02 3.788113378971541465e+02 3.777855218525951955e+02 3.767729242249265553e+02 3.757740812530186076e+02 3.747895135475629331e+02 3.738197258880305753e+02 3.728652070718310938e+02 3.719264298139690368e+02 3.710038506952519697e+02 3.700979101568889860e+02 3.692090325391399119e+02 3.683376261615195517e+02 3.674840834419393332e+02 3.666487810520753214e+02 3.658320801061794896e+02 3.650343263805132210e+02 3.642558505605585992e+02 3.634969685131687811e+02 3.627579815808405783e+02 3.620391768953319911e+02 3.613408277079041682e+02 3.606631937335380371e+02 3.600065215065562825e+02 3.593710447451727532e+02 3.587569847225931312e+02 3.581645506423928964e+02 3.575939400160121977e+02 3.570453390403195613e+02 3.565189229733118736e+02 3.560148565061336967e+02 3.555332941297156140e+02 3.550743804944457338e+02 3.546382507613974440e+02 3.542250309437508804e+02 3.538348382371460730e+02 3.534677813378106634e+02 3.531239607474008722e+02 3.528034690635892616e+02 3.525063912555184515e+02 3.522328049233266825e+02 3.519827805410272958e+02 3.517563816821005389e+02 3.515536652272248830e+02 3.513746815536404142e+02 3.512194747056997244e+02 3.510880825462171515e+02 3.509805368882831544e+02 3.508968636072614231e+02 3.508370827327339612e+02 3.508012085202053640e+02 3.507892495024221375e+02
4.000000000000000000e+02 3.988413282158261950e+02 3.976833831580577225e+02 3.965268904830795123e+02 3.953725737126219428e+02 3.942211531798435544e+02 3.930733449913606705e+02 3.919298600102900423e+02 3.907914028651734952e+02 3.896586709893992975e+02 3.885323536954443284e+02 3.874131312879375173e+02 3.863016742191820185e+02 3.851986422903918879e+02 3.841046839014908869e+02 3.830204353519015399e+02 3.819465201943241937e+02 3.808835486430674564e+02 3.798321170380647800e+02 3.787928073652824992e+02 3.777661868338117301e+02 3.767528075095409008e+02 3.757532060049214806e+02 3.747679032239894923e+02 3.737974041614692737e+02 3.728421977544875858e+02 3.719027567851480853e+02 3.709795378319767565e+02 3.700729812680314126e+02 3.691835113032901177e+02 3.683115360687808106e+02 3.674574477397907799e+02 3.666216226954038575e+02 3.658044217115474908e+02 3.650061901846881938e+02 3.642272583833037061e+02 3.634679417242585941e+02 3.627285410712431712e+02 3.620093430524723317e+02 3.613106203949059818e+02 3.606326322723199382e+02 3.599756246646466593e+02 3.593398307260939646e+02 3.587254711596566494e+02 3.581327545957400389e+02 3.575618779727301444e+02 3.570130269174596833e+02 3.564863761236362052e+02 3.559820897264166888e+02 3.555003216714296741e+02 3.550412160766620104e+02 3.546049075857396247e+02 3.541915217112419896e+02 3.538011751667964973e+02 3.534339761868006917e+02 3.530900248327187114e+02 3.527694132849910034e+02 3.524722261196854447e+02 3.521985405691003734e+02 3.519484267656114298e+02 3.517219479681247094e+02 3.515191607705710339e+02 3.513401152919406627e+02 3.511848553474178516e+02 3.510534186002327601e+02 3.509458366939018674e+02 3.508621353645777958e+02 3.508023345332785539e+02 3.507664483778092972e+02 3.507544853842360908e+02
4.000000000000000000e+02 3.988395561956564848e+02 3.976798417576852671e+02 3.965215849691150538e+02 3.953655119518042511e+02 3.942123455995925383e+02 3.930628045277824185e+02 3.919176020441402670e+02 3.907774451463915852e+02 3.896430335509297720e+02 3.885150587571520191e+02 3.873942031514995961e+02 3.862811391549064410e+02 3.851765284169622419e+02 3.840810210596760044e+02 3.829952549732913667e+02 3.819198551661622218e+02 3.808554331702487161e+02 3.798025865033505397e+02 3.787618981887561631e+02 3.777339363325627914e+02 3.767192537585152081e+02 3.757183876998210508e+02 3.747318595470434275e+02 3.737601746508295264e+02 3.728038221779304990e+02 3.718632750186902172e+02 3.709389897439360197e+02 3.700314066089892435e+02 3.691409496023362635e+02 3.682680265363451895e+02 3.674130291773006434e+02 3.665763334119327510e+02 3.657582994475611713e+02 3.649592720429329233e+02 3.641795807668260636e+02 3.634195402814995646e+02 3.626794506481006124e+02 3.619595976511904496e+02 3.612602531396122458e+02 3.605816753810052546e+02 3.599241094273549493e+02 3.592877874890721159e+02 3.586729293151963702e+02 3.580797425774347857e+02 3.575084232558605208e+02 3.569591560242172363e+02 3.564321146328936152e+02 3.559274622877537695e+02 3.554453520231291463e+02 3.549859270673928791e+02 3.545493211996555942e+02 3.541356590962294035e+02 3.537450566656166302e+02 3.533776213708827072e+02 3.530334525383698860e+02 3.527126416518032670e+02 3.524152726309285981e+02 3.521414220939050779e+02 3.518911596027553514e+02 3.516645478912478211e+02 3.514616430746561946e+02 3.512824948409057129e+02 3.511271466226755820e+02 3.509956357500832382e+02 3.508879935836296795e+02 3.508042456271340370e+02 3.507444116204322881e+02 3.507085056116601436e+02 3.506965360089807859e+02
4.000000000000000000e+02 3.988370716588229357e+02 3.976748763985968935e+02 3.965141461980933855e+02 3.953556108374289124e+02 3.941999968129372292e+02 3.930480262689202959e+02 3.919004159516335903e+02 3.907578761906408999e+02 3.896211099123991062e+02 3.884908116906157716e+02 3.873676668375666168e+02 3.862523505401691182e+02 3.851455270441902599e+02 3.840478488895273017e+02 3.829599561990459620e+02 3.818824760229963431e+02 3.808160217405625758e+02 3.797611925196374614e+02 3.787185728354628509e+02 3.776887320483343728e+02 3.766722240401503541e+02 3.756695869091843747e+02 3.746813427220905623e+02 3.737079973218068858e+02 3.727500401897075903e+02 3.718079443600772152e+02 3.708821663847311356e+02 3.699731463453933316e+02 3.690813079112640480e+02 3.682070584390598924e+02 3.673507891126961340e+02 3.665128751196953090e+02 3.656936758613491065e+02 3.648935351936318625e+02 3.641127816958588710e+02 3.633517289641007437e+02 3.626106759264034167e+02 3.618899071769183138e+02 3.611896933261197091e+02 3.605102913643714828e+02 3.598519450362002772e+02 3.592148852227389284e+02 3.585993303299169384e+02 3.580054866800900299e+02 3.574335489049248622e+02 3.568837003374794676e+02 3.563561134015407674e+02 3.558509499964088150e+02 3.553683618754373015e+02 3.549084910167614453e+02 3.544714699847619954e+02 3.540574222809245839e+02 3.536664626828662676e+02 3.532986975704028509e+02 3.529542252376310216e+02 3.526331361900919319e+02 3.523355134261747708e+02 3.520614327019981715e+02 3.518109627790892660e+02 3.515841656542514784e+02 3.513810967710812747e+02 3.512018052126575185e+02 3.510463338749859759e+02 3.509147196208387527e+02 3.508069934136761958e+02 3.507231804313918815e+02 3.506633001596625263e+02 3.506273664647295618e+02 3.506153876454794727e+02
4.000000000000000000e+02 3.988338708744043402e+02 3.976684796377940074e+02 3.965045630524402895e+02 3.953428556331351160e+02 3.941840885382596866e+02 3.930289884784510832e+02 3.918782766484431477e+02 3.907326676874247369e+02 3.895928686729612309e+02 3.884595781531918419e+02 3.873334852216323156e+02 3.862152686384996514e+02 3.851055960020302109e+02 3.840051229727986311e+02 3.829144925535612174e+02 3.818343344266619397e+02 3.807652643505469428e+02 3.797078836164461109e+02 3.786627785658089351e+02 3.776305201686191140e+02 3.766116636622775218e+02 3.756067482503263477e+02 3.746162968599084593e+02 3.736408159564954303e+02 3.726807954141053756e+02 3.717367084389409797e+02 3.708090115441327157e+02 3.698981445730559017e+02 3.690045307685148259e+02 3.681285768849401165e+02 3.672706733406401440e+02 3.664311944070635718e+02 3.656104984319854339e+02 3.648089280935053580e+02 3.640268106817536022e+02 3.632644584052240475e+02 3.625221687187039379e+02 3.618002246698361546e+02 3.610988952614258665e+02 3.604184358267058315e+02 3.597590884148715986e+02 3.591210821843172312e+02 3.585046338011202920e+02 3.579099478404500019e+02 3.573372171887024820e+02 3.567866234442947189e+02 3.562583373151800856e+02 3.557525190112779114e+02 3.552693186301344213e+02 3.548088765342585589e+02 3.543713237186943843e+02 3.539567821675080950e+02 3.535653651979796450e+02 3.531971777913929600e+02 3.528523169094198693e+02 3.525308717951871813e+02 3.522329242582064808e+02 3.519585489424276261e+02 3.517078135767563367e+02 3.514807792074490180e+02 3.512775004118634001e+02 3.510980254931091622e+02 3.509423966551980811e+02 3.508106501583476984e+02 3.507028164541438855e+02 3.506189203003125954e+02 3.505589808548950259e+02 3.505230117496614639e+02 3.505110211426386968e+02
4.000000000000000000e+02 3.988299490133616132e+02 3.976606418417442796e+02 3.964928211429763678e+02 3.953272272667568927e+02 3.941645971161629518e+02 3.930056630276575333e+02 3.918511516754506943e+02 3.907017830058158552e+02 3.895582692066435584e+02 3.884213137171510652e+02 3.872916102822591711e+02 3.861698420557008262e+02 3.850566807554471325e+02 3.839527858745429967e+02 3.828588039499242655e+02 3.817753678912722535e+02 3.807030963714363452e+02 3.796425932794426785e+02 3.785944472366023206e+02 3.775592311757529274e+02 3.765375019832038106e+02 3.755298002025265305e+02 3.745366497989328991e+02 3.735585579826162075e+02 3.725960150891041280e+02 3.716494945143818995e+02 3.707194527022919601e+02 3.698063291815020648e+02 3.689105466491612901e+02 3.680325110982214483e+02 3.671726119852997954e+02 3.663312224358892308e+02 3.655086994836819372e+02 3.647053843407626346e+02 3.639216026954432550e+02 3.631576650345492681e+02 3.624138669870292233e+02 3.616904896858346774e+02 3.609878001451112368e+02 3.603060516498495076e+02 3.596454841552567814e+02 3.590063246932384118e+02 3.583887877835061317e+02 3.577930758469648822e+02 3.572193796191668866e+02 3.566678785617605740e+02 3.561387412699945116e+02 3.556321258744755482e+02 3.551481804355106533e+02 3.546870433284894943e+02 3.542488436188897936e+02 3.538337014256049997e+02 3.534417282714077828e+02 3.530730274194694971e+02 3.527276941949587581e+02 3.524058162908343661e+02 3.521074740570406902e+02 3.518327407723948568e+02 3.515816828985317670e+02 3.513543603153464119e+02 3.511508265374379789e+02 3.509711289111216956e+02 3.508153087916302297e+02 3.506834017001797861e+02 3.505754374606219699e+02 3.504914403154487559e+02 3.504314290209583760e+02 3.503954169214273406e+02 3.503834120021737135e+02
4.000000000000000000e+02 3.988253001239986588e+02 3.976513511375474650e+02 3.964789027362736533e+02 3.953087022345897594e+02 3.941414933915896199e+02 3.929780152565452909e+02 3.918190010401951895e+02 3.906651770177393814e+02 3.895172614691099966e+02 3.883759636616879334e+02 3.872419828801939161e+02 3.861160075079969261e+02 3.849987141635646708e+02 3.838907668952446102e+02 3.827928164370058539e+02 3.817054995272137035e+02 3.806294382919488726e+02 3.795652396938310176e+02 3.785134950467736417e+02 3.774747795965828345e+02 3.764496521668291393e+02 3.754386548689661822e+02 3.744423128752552543e+02 3.734611342526744693e+02 3.724956098556538677e+02 3.715462132751802073e+02 3.706134008415642711e+02 3.696976116779468953e+02 3.687992678014505827e+02 3.679187742687526566e+02 3.670565193627587632e+02 3.662128748169967025e+02 3.653881960743254353e+02 3.645828225765546335e+02 3.637970780816010006e+02 3.630312710048608551e+02 3.622856947815537296e+02 3.615606282468828567e+02 3.608563360309664176e+02 3.601730689656138793e+02 3.595110645001499279e+02 3.588705471236261246e+02 3.582517287909038259e+02 3.576548093502329380e+02 3.570799769701025070e+02 3.565274085632834726e+02 3.559972702061256200e+02 3.554897175513179945e+02 3.550048962324551667e+02 3.545429422588880470e+02 3.541039823994640301e+02 3.536881345538835149e+02 3.532955081105168347e+02 3.529262042896336311e+02 3.525803164710990814e+02 3.522579305056885914e+02 3.519591250092609016e+02 3.516839716391126558e+02 3.514325353519137138e+02 3.512048746426939374e+02 3.510010417644153335e+02 3.508210829277236371e+02 3.506650384805288923e+02 3.505329430671110913e+02 3.504248257664961557e+02 3.503407102098869927e+02 3.502806146769732436e+02 3.502445521709802847e+02 3.502325304723502200e+02
4.000000000000000000e+02 3.988199171014774151e+02 3.976405933522734131e+02 3.964627866644268011e+02 3.952872524824964557e+02 3.941147425674411124e+02 3.929460038014136671e+02 3.917817770200696827e+02 3.906227958786765271e+02 3.894697857579330389e+02 3.883234627149702192e+02 3.871845324845187406e+02 3.860536895346954225e+02 3.849316161812958512e+02 3.838189817638929071e+02 3.827164418864366553e+02 3.816246377244422092e+02 3.805441954002485545e+02 3.794757254272357727e+02 3.784198222233163165e+02 3.773770636934681875e+02 3.763480108805615600e+02 3.753332076832518283e+02 3.743331806392761223e+02 3.733484387720928908e+02 3.723794734984579122e+02 3.714267585942250207e+02 3.704907502154057966e+02 3.695718869713103913e+02 3.686705900464247065e+02 3.677872633675588077e+02 3.669222938127138605e+02 3.660760514580702534e+02 3.652488898594888838e+02 3.644411463649341272e+02 3.636531424542757236e+02 3.628851841029968455e+02 3.621375621664281539e+02 3.614105527812385503e+02 3.607044177810352608e+02 3.600194051230656100e+02 3.593557493231562034e+02 3.587136718961756969e+02 3.580933817994667265e+02 3.574950758768465562e+02 3.569189393009365858e+02 3.563651460117357601e+02 3.558338591495080436e+02 3.553252314802016372e+02 3.548394058117654595e+02 3.543765153998643314e+02 3.539366843416285064e+02 3.535200279561983052e+02 3.531266531509439801e+02 3.527566587723507041e+02 3.524101359406648157e+02 3.520871683674903352e+02 3.517878326556185584e+02 3.515121985804520364e+02 3.512603293524618380e+02 3.510322818601842414e+02 3.508281068933283109e+02 3.506478493456207843e+02 3.504915483970670493e+02 3.503592376753549615e+02 3.502509453961692998e+02 3.501666944822255800e+02 3.501065026608651465e+02 3.500703825400871096e+02 3.500583416629229987e+02
4.000000000000000000e+02 3.988137916510800665e+02 3.976283519398615454e+02 3.964444482163332850e+02 3.952628452626698277e+02 3.940843040282606466e+02 3.929095803872105535e+02 3.917394239253849832e+02 3.905745767637282597e+02 3.894157724241641745e+02 3.882637347439019209e+02 3.871191768434318305e+02 3.859828001529061794e+02 3.848552935009789735e+02 3.837373322695312368e+02 3.826295776170455838e+02 3.815326757727304425e+02 3.804472574028333156e+02 3.793739370499413326e+02 3.783133126454455919e+02 3.772659650947606451e+02 3.762324579343365372e+02 3.752133370589950800e+02 3.742091305176607534e+02 3.732203483751426916e+02 3.722474826372661028e+02 3.712910072363395102e+02 3.703513780736884087e+02 3.694290331157777700e+02 3.685243925402866125e+02 3.676378589283856968e+02 3.667698174993988118e+02 3.659206363839983283e+02 3.650906669320919491e+02 3.642802440515969238e+02 3.634896865743620538e+02 3.627192976455950770e+02 3.619693651332610216e+02 3.612401620540508702e+02 3.605319470126638635e+02 3.598449646513015523e+02 3.591794461064365578e+02 3.585356094700866265e+02 3.579136602529971469e+02 3.573137918473069590e+02 3.567361859864428766e+02 3.561810132001584179e+02 3.556484332627932190e+02 3.551385956329914961e+02 3.546516398832668528e+02 3.541876961179493719e+02 3.537468853781855387e+02 3.533293200327930208e+02 3.529351041538947129e+02 3.525643338763669021e+02 3.522170977402444123e+02 3.518934770153219347e+02 3.515935460072776664e+02 3.513173723447303018e+02 3.510650172467115340e+02 3.508365357701051153e+02 3.506319770366629882e+02 3.504513844392650412e+02 3.502947958271361699e+02 3.501622436697791159e+02 3.500537551994220280e+02 3.499693525318116372e+02 3.499090527652192577e+02 3.498728680575503063e+02 3.498608056814788370e+02
